LoanNr_ChkDgt,Zip,NAICS,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementGross,SBA_Appv,prediction
1450715005,30064,45,2005,84,6,2.0,0,6,0,1,1,0,14147.0,5000.0,paid in full
1072665005,14551,23,2004,84,4,1.0,0,0,1,1,0,0,35000.0,17500.0,paid in full
9640033007,60622,45,1997,240,2,1.0,0,0,1,0,0,0,128000.0,96000.0,paid in full
5475645002,84404,33,2013,84,16,1.0,3,19,0,1,1,0,344000.0,87500.0,paid in full
8474103003,75143,33,1995,240,31,1.0,5,26,1,0,0,0,167000.0,167000.0,paid in full
9507113008,2888,81,1996,180,15,1.0,0,0,1,0,0,1,82500.0,66000.0,paid in full
9237824004,40291,51,2006,5,2,2.0,0,2,1,1,1,0,70220.0,10000.0,charged off
7220334004,2838,48,2004,71,7,1.0,2,7,1,1,1,0,70000.0,25000.0,paid in full
6024123002,77357,54,1994,168,4,1.0,0,0,1,0,0,0,186000.0,139500.0,paid in full
8413833006,60089,44,1995,93,4,2.0,0,0,8005,0,0,0,144000.0,129600.0,paid in full
7685004010,19081,54,2004,84,3,1.0,0,3,1,1,1,0,31369.0,2500.0,paid in full
1840805003,80650,48,2006,38,2,1.0,1,2,0,1,1,0,111271.0,12500.0,charged off
2520244000,98312,44,1999,60,3,2.0,3,0,1,0,1,0,5300.0,2500.0,paid in full
2464155009,97211,23,2007,84,3,2.0,2,5,0,1,1,0,46411.0,7500.0,paid in full
5543873001,79904,45,1993,51,2,2.0,0,0,1,0,0,0,14000.0,12600.0,paid in full
1637546009,20170,32,2006,120,3,2.0,0,0,1,2,0,0,29479.0,22500.0,paid in full
8761434007,65810,42,2005,60,1,2.0,2,1,1,1,1,0,55250.0,12500.0,paid in full
1030655004,33029,45,2004,84,2,1.0,0,0,1,1,1,0,184146.0,50000.0,paid in full
6466894003,6518,52,2003,84,17,1.0,0,17,1,1,1,0,5000.0,2500.0,paid in full
3464695001,94945,62,2009,240,22,1.0,3,0,0,1,0,0,722000.0,722000.0,paid in full
1391025009,46168,53,2005,60,12,1.0,2,12,0,2,0,0,54200.0,27100.0,paid in full
2380685007,90057,81,2007,86,2,2.0,0,0,0,1,0,0,268000.0,201000.0,paid in full
1744644007,21755,92,1998,84,2,1.0,0,0,1,0,0,0,205000.0,153750.0,paid in full
5502784009,85282,81,2002,240,19,1.0,19,0,1,1,0,0,491000.0,491000.0,paid in full
3256895008,33027,54,2009,98,3,1.0,0,3,0,1,0,0,15000.0,12750.0,charged off
7930263005,78220,62,1995,180,6,1.0,0,0,1,0,0,1,85000.0,76500.0,paid in full
1037285003,84015,81,2004,55,1,1.0,0,0,1,1,0,0,21000.0,10000.0,charged off
3682935010,2141,56,2010,300,203,2.0,0,203,0,1,0,0,315000.0,283500.0,paid in full
3625185003,98003,62,2009,300,3,2.0,3,0,0,1,0,0,87800.0,153000.0,paid in full
2320085002,60611,44,2007,47,6,2.0,4,6,0,1,1,0,291346.0,50000.0,charged off
5327095001,67226,54,2012,12,12,1.0,0,12,0,1,1,0,235000.0,92500.0,paid in full
8925404006,60093,33,2005,60,3,2.0,0,0,21580,1,0,0,94000.0,79900.0,paid in full
5673734010,21122,61,2002,84,10,1.0,0,10,1,1,1,0,25000.0,12500.0,paid in full
7073794001,2920,54,2004,84,2,1.0,0,2,1,1,1,0,625138.0,50000.0,paid in full
6600733007,63304,23,1994,24,50,1.0,0,0,1,0,0,0,170000.0,127500.0,paid in full
3214395002,83338,54,2008,60,5,1.0,0,5,0,2,0,0,10000.0,5000.0,paid in full
2948675008,92646,72,2008,210,32,2.0,30,32,0,1,0,0,992000.0,744000.0,paid in full
1621575006,3860,53,2006,33,1,1.0,0,1,0,2,1,0,56709.0,12500.0,charged off
1354765009,45244,45,2005,60,5,2.0,1,5,27765,1,1,0,31881.0,10000.0,paid in full
3402955001,3874,33,2009,120,54,1.0,5,54,0,2,0,0,524000.0,524000.0,paid in full
2345795010,91932,52,2007,120,1,1.0,0,1,0,1,0,0,50000.0,42500.0,paid in full
2533276000,30144,71,2007,40,4,1.0,0,4,1,2,1,0,17020.0,7500.0,charged off
5207065009,75052,56,2012,60,1,1.0,2,1,0,1,0,0,18000.0,9000.0,paid in full
4251733009,1840,32,1990,60,2,1.0,0,0,1,0,0,0,215000.0,240000.0,paid in full
9056724010,89048,32,2005,73,4,1.0,1,5,1,2,1,0,79822.0,25000.0,paid in full
2957566008,56258,42,2007,12,4,1.0,0,4,1,2,1,0,2000000.0,1500000.0,paid in full
2889545003,44278,44,2008,70,5,1.0,0,5,0,1,0,0,50000.0,25000.0,charged off
8991914004,12871,81,2005,84,1,2.0,1,2,1,2,1,0,50000.0,12500.0,paid in full
2893354001,21222,44,1999,83,3,1.0,3,3,1,0,1,0,270745.0,75000.0,paid in full
7405103005,25504,33,1994,60,7,2.0,0,0,1,0,0,0,125000.0,112500.0,paid in full
5782194002,30501,44,2003,240,24,2.0,24,24,1,2,0,0,279000.0,279000.0,paid in full
4642525005,44135,54,2011,84,3,1.0,0,0,0,1,1,0,65945.0,20000.0,paid in full
4589455008,64683,23,2011,84,1,2.0,2,3,0,2,1,0,10000.0,5000.0,paid in full
7965794007,45895,72,2005,20,21,2.0,0,21,1,2,1,0,78818.0,17500.0,charged off
6189113008,10309,48,1994,120,1,1.0,0,0,1,0,0,0,130000.0,117000.0,paid in full
8765814000,94132,62,2005,84,3,1.0,0,3,1,1,1,0,52722.0,20000.0,paid in full
2230895005,10280,54,2007,84,3,1.0,0,3,0,1,1,0,15000.0,7500.0,paid in full
7134603010,81501,81,1994,84,6,1.0,0,0,1350,0,0,0,22000.0,19800.0,paid in full
3418563004,12901,32,1989,208,40,1.0,0,0,0,0,0,0,350000.0,297500.0,paid in full
8538184001,58503,42,2005,84,10,2.0,0,0,60590,1,0,0,128000.0,108800.0,paid in full
8305753009,8822,23,1995,120,7,1.0,0,0,1,0,0,1,100000.0,90000.0,paid in full
4351824005,39074,44,2001,87,7,1.0,0,0,1,2,0,1,150000.0,127500.0,paid in full
2608725003,91101,72,2007,300,4,1.0,3,1,0,1,0,0,270000.0,202500.0,paid in full
7286674004,2720,42,2004,84,1,1.0,0,1,1,1,1,0,6186.0,2500.0,paid in full
4796794001,38464,33,2001,60,25,1.0,0,0,1,1,0,0,125000.0,106250.0,paid in full
5433563001,49779,31,1993,120,10,1.0,2,8,1,0,0,0,104000.0,104000.0,paid in full
5338544004,74103,56,2002,70,2,2.0,0,0,1,1,0,0,184972.0,171000.0,paid in full
1390915003,3251,53,2005,84,7,1.0,0,7,0,2,1,0,25100.0,12500.0,paid in full
4449294010,94577,81,2001,72,2,1.0,0,0,1,1,0,0,330000.0,247500.0,paid in full
4808893009,79379,21,1992,72,2,1.0,0,0,1,0,0,0,575000.0,488750.0,paid in full
3335543003,50533,54,1989,240,30,1.0,0,0,0,0,0,0,150000.0,135000.0,paid in full
4847543001,36768,11,1992,180,1,2.0,0,0,1,0,0,0,332105.0,280297.0,paid in full
6680214010,46227,23,2003,240,50,1.0,20,0,1,1,0,0,366000.0,366000.0,paid in full
5206063004,8015,62,1993,300,3,1.0,0,0,1,0,0,0,280000.0,224000.0,paid in full
2464085001,64068,44,2007,60,3,2.0,0,3,0,1,0,0,36000.0,18000.0,paid in full
3326965001,2806,42,2009,84,4,1.0,1,0,0,2,1,0,263154.0,65000.0,paid in full
1551745002,28203,72,2006,84,25,1.0,0,25,0,1,1,0,98017.0,25000.0,paid in full
2487895000,33710,48,2007,84,1,2.0,0,1,0,1,1,0,31877.0,7500.0,paid in full
2979045010,92883,72,2008,122,2,2.0,60,2,0,1,0,0,520254.0,390225.0,paid in full
6281184006,92626,54,2003,51,5,1.0,0,5,1,1,1,0,100000.0,50000.0,paid in full
6062184006,48192,45,2003,60,2,1.0,0,2,1,1,1,0,26496.0,12500.0,paid in full
5313834001,90013,54,2002,84,1,1.0,0,1,1,1,1,0,9900.0,4950.0,paid in full
8460733003,93433,31,1995,84,2,2.0,0,0,1,0,0,1,63000.0,56700.0,paid in full
3435585004,14420,23,2009,84,2,2.0,0,2,0,1,0,0,77200.0,38600.0,paid in full
1201434007,30214,42,1997,60,2,2.0,0,0,1,0,0,1,50000.0,40000.0,paid in full
2577755008,78411,44,2007,64,1,2.0,1,1,0,1,0,0,10000.0,8500.0,charged off
3964623006,66214,45,1990,60,2,1.0,0,0,1,0,0,0,45000.0,40500.0,paid in full
6804104004,2871,62,2004,84,1,1.0,0,1,1,2,1,0,192494.0,37500.0,paid in full
1837025004,2816,53,2006,98,1,1.0,0,1,0,1,0,0,5418.0,2750.0,paid in full
9423103008,97232,62,1996,300,2,2.0,0,0,1,0,0,0,313000.0,234750.0,paid in full
4377415005,57064,56,2011,120,28,1.0,0,28,0,2,0,0,715000.0,643500.0,paid in full
6497394009,98070,54,2003,84,1,1.0,0,1,1,1,1,0,24600.0,11000.0,paid in full
7062694000,32951,72,2004,240,14,1.0,0,0,1,2,0,0,1180000.0,885000.0,paid in full
4199133008,93307,33,1990,120,20,1.0,0,0,1,0,0,0,400000.0,340000.0,paid in full
6429714007,18041,72,2003,82,10,1.0,0,10,1,2,1,0,20000.0,10000.0,paid in full
4465624002,28774,44,2001,180,4,2.0,0,0,1,2,0,0,702900.0,534375.0,paid in full
4109044009,23844,56,2001,60,2,1.0,1,2,1,1,1,0,56166.0,12500.0,paid in full
4761763007,60659,42,1992,43,2,1.0,0,0,1,0,0,0,250000.0,212500.0,paid in full
2114615005,74136,52,2007,56,10,1.0,5,10,0,1,0,0,35000.0,17500.0,charged off
6525654002,2476,81,2003,84,3,1.0,0,3,1,1,1,0,35435.0,17500.0,paid in full
7594163010,2021,42,1994,60,5,2.0,0,0,1,0,0,1,15000.0,13500.0,paid in full
1084065010,98040,54,2005,84,1,1.0,0,0,1,1,0,0,25000.0,12500.0,paid in full
7068604007,46201,23,2004,42,26,1.0,4,26,1,1,1,0,250000.0,125000.0,paid in full
4809303009,80701,42,1992,120,9,1.0,0,0,1,0,0,0,400000.0,320000.0,paid in full
8983943006,76550,23,1996,84,11,1.0,0,0,1,0,0,1,55000.0,44000.0,paid in full
2452285005,30044,44,2007,22,1,2.0,1,0,0,1,0,0,5000.0,4250.0,charged off
1554165000,38671,23,2006,84,1,2.0,1,1,0,1,1,0,10501.0,5000.0,paid in full
8544634001,85226,54,2005,60,4,1.0,1,5,1,1,1,0,35000.0,17500.0,paid in full
2832435004,96815,61,2008,59,6,2.0,10,6,0,1,0,0,20000.0,17000.0,charged off
4380933006,75057,54,1991,246,12,1.0,0,0,1,0,0,0,290000.0,246500.0,paid in full
3421525007,85258,54,2009,84,2,2.0,6,8,0,1,1,0,62952.0,12500.0,paid in full
6183093003,98272,23,1994,84,1,1.0,0,0,1,0,0,0,37000.0,33300.0,paid in full
2936536000,21113,62,2007,12,1,2.0,2,0,1,2,1,0,102484.0,37500.0,paid in full
3411885006,31904,23,2009,47,3,1.0,0,0,0,1,1,0,189280.0,50000.0,paid in full
7488803008,56101,23,1994,144,13,1.0,0,0,1,0,0,1,48500.0,42923.0,paid in full
5043873005,57747,81,1992,120,2,1.0,0,0,1,0,0,0,50000.0,40000.0,paid in full
3790885005,85013,45,2010,47,1,1.0,0,1,0,1,0,0,35000.0,35000.0,charged off
8121334003,83705,54,2005,82,1,1.0,0,1,1,1,1,0,15478.0,5000.0,paid in full
5034284010,85382,56,2002,36,3,2.0,0,3,1,1,1,0,50000.0,25000.0,paid in full
2717206006,90212,31,2007,7,8,1.0,0,8,1,1,1,0,90188.0,20000.0,charged off
5318434009,49423,72,2002,240,43,1.0,22,21,1,1,0,0,743000.0,743000.0,paid in full
2019985002,39206,54,2006,84,1,1.0,0,1,0,1,0,0,20000.0,17000.0,paid in full
1310055006,19151,45,2005,30,3,1.0,0,3,1,1,0,0,40000.0,20000.0,charged off
2542555007,54911,72,2007,84,2,2.0,4,2,0,1,0,0,40000.0,20000.0,paid in full
7145454004,2035,45,2004,84,8,1.0,0,8,1,1,1,0,119153.0,37500.0,paid in full
4318403010,65714,42,1991,240,4,1.0,2,2,1,0,0,0,77000.0,77000.0,paid in full
9090924004,45459,81,2005,84,1,1.0,3,1,1,1,1,0,50000.0,25000.0,paid in full
8560933001,38024,32,1995,84,15,1.0,0,0,1,0,0,1,77000.0,69300.0,paid in full
4851904001,31015,81,2001,240,9,2.0,9,9,1,2,0,0,207000.0,207000.0,paid in full
2690236003,32707,56,2007,55,22,1.0,0,22,50520,1,1,0,49995.0,12500.0,charged off
5103003005,77864,44,1993,60,1,1.0,0,0,1,0,0,0,70000.0,56000.0,paid in full
1050554010,46268,45,1997,66,3,2.0,0,0,1,0,0,1,80000.0,64000.0,paid in full
3717384005,13088,44,2000,84,15,1.0,0,0,1,1,0,0,332000.0,249000.0,paid in full
1561295002,55424,51,2006,84,1,1.0,0,1,0,1,1,0,154655.0,25000.0,paid in full
6420914001,92069,81,2003,36,1,1.0,4,1,1,1,1,0,40000.0,25000.0,paid in full
1748675009,55119,54,2006,43,10,1.0,1,11,0,1,1,0,184678.0,25000.0,charged off
2954136002,94002,23,2007,74,4,1.0,0,4,1,1,1,0,34551.0,15000.0,charged off
6181524004,60194,62,2003,40,9,1.0,0,0,1,1,0,0,173000.0,129750.0,charged off
1400075005,67207,45,2005,84,8,1.0,0,8,0,1,0,0,25000.0,21250.0,paid in full
2091895004,46157,23,2007,54,16,1.0,10,16,0,1,1,0,221407.0,37500.0,charged off
3484965007,20190,51,2009,120,5,2.0,0,5,0,1,0,0,250000.0,225000.0,paid in full
8171773008,83605,62,1995,84,1,1.0,0,0,1,0,0,1,50000.0,41000.0,paid in full
4993133005,94566,23,1992,300,25,1.0,0,0,1,0,0,0,567600.0,454080.0,paid in full
6163504005,10573,54,2003,72,3,2.0,3,3,1,1,1,0,50000.0,25000.0,paid in full
3020835005,7040,42,2008,60,6,1.0,0,6,0,1,0,0,30000.0,15000.0,paid in full
2938824005,11364,56,1999,48,2,1.0,0,2,1,0,1,0,35255.0,7500.0,paid in full
6422474004,33013,54,2003,84,4,1.0,4,4,1,1,1,0,28000.0,14000.0,paid in full
1957865003,42101,72,2006,83,4,1.0,0,4,0,2,1,0,55797.0,10000.0,paid in full
8670253010,2860,81,1995,84,2,2.0,0,0,1,0,0,1,60000.0,54000.0,paid in full
5326964004,90504,44,2002,83,11,1.0,0,11,1,1,1,0,49099.0,25000.0,paid in full
1930005003,60048,45,2006,60,1,2.0,2,3,0,2,0,0,25300.0,12650.0,paid in full
1496504000,57430,23,1997,120,1,2.0,0,0,1,0,0,0,50000.0,40000.0,paid in full
2925923005,37388,44,1987,120,10,2.0,10,0,0,0,0,0,114000.0,126000.0,paid in full
4968933007,4743,44,1992,180,4,1.0,0,0,1,0,0,0,99500.0,89550.0,paid in full
2047325000,43015,72,2006,60,13,1.0,0,0,0,1,1,0,44237.0,12500.0,paid in full
4277154006,98133,42,2001,84,1,1.0,0,1,1,1,1,0,50000.0,25000.0,paid in full
2231145005,91040,72,2007,57,4,2.0,0,4,0,1,0,0,20000.0,10000.0,charged off
2075705004,39401,72,2007,84,1,2.0,2,2,0,1,0,0,15000.0,12750.0,paid in full
2989715003,92646,33,2008,84,2,2.0,0,2,0,1,1,0,10000.0,5000.0,paid in full
5053573002,56220,62,1992,60,7,1.0,0,0,1,0,0,0,92884.0,83700.0,paid in full
5119534001,92656,44,2002,300,350,1.0,0,0,1,1,0,0,964000.0,723000.0,paid in full
2008945006,84057,42,2006,54,6,1.0,0,6,0,1,0,0,48808.0,25000.0,charged off
3810045009,45342,32,2010,120,5,1.0,30,5,0,2,0,0,495000.0,495000.0,paid in full
6222144005,20120,56,2003,120,11,2.0,0,0,17524,1,0,0,120000.0,102000.0,paid in full
2549985010,11372,62,2007,84,5,1.0,0,5,0,1,1,0,150000.0,50000.0,paid in full
1401205009,14052,54,2005,41,1,1.0,0,1,0,2,1,0,26000.0,12500.0,charged off
6105983004,95821,62,1994,300,8,1.0,0,0,1,0,0,0,277000.0,234750.0,paid in full
3427395006,80033,44,2009,37,1,2.0,0,1,0,1,1,0,31781.0,7500.0,charged off
7732954006,92845,62,2004,84,14,1.0,0,14,1,1,1,0,56810.0,12500.0,paid in full
1952304004,53216,23,1998,144,10,1.0,0,0,1,0,0,0,143300.0,107475.0,paid in full
4382845010,45211,44,2011,84,9,1.0,0,3,30227,1,0,0,178000.0,89000.0,paid in full
3015425006,84337,56,2008,84,2,1.0,0,2,0,1,1,0,96829.0,25000.0,paid in full
4515253001,68957,44,1991,132,3,1.0,0,0,1,0,0,0,80000.0,72000.0,paid in full
1960595006,33309,56,2006,84,2,2.0,0,2,0,1,1,0,5000.0,2500.0,paid in full
2702145002,53129,45,2007,84,2,1.0,2,0,0,1,0,0,50000.0,25000.0,paid in full
2127935006,78249,45,2007,84,23,1.0,0,23,0,2,0,0,200000.0,100000.0,paid in full
2329666002,80021,81,2006,84,6,1.0,1,6,1,2,1,0,81698.0,15000.0,paid in full
2541885010,7024,23,2007,68,3,1.0,1,4,0,1,0,0,24999.0,12500.0,charged off
2149355010,54902,48,2007,35,1,2.0,0,1,0,1,0,0,31900.0,16850.0,charged off
7689363003,84770,42,1995,240,18,1.0,6,18,1,0,0,0,321000.0,321000.0,paid in full
8992764009,43912,44,2005,84,5,2.0,0,5,1,2,1,0,34480.0,15000.0,paid in full
3573555004,90019,72,2009,48,21,1.0,0,21,0,1,0,0,25000.0,22500.0,charged off
1511665008,90240,23,2006,84,4,1.0,0,4,0,1,1,0,68661.0,10000.0,paid in full
3875125010,45069,54,2010,78,3,1.0,1,0,0,1,0,0,35000.0,35000.0,paid in full
9194203009,19103,42,1996,72,18,1.0,0,0,1,0,0,1,75000.0,60000.0,paid in full
2124055007,33511,53,2007,84,1,2.0,0,1,0,1,1,0,5056.0,2500.0,paid in full
7627673007,54022,71,1994,120,13,1.0,0,0,1,0,0,1,100000.0,90000.0,paid in full
2708895005,98660,52,2007,67,1,1.0,0,1,0,1,1,0,26849.0,9000.0,charged off
8172683007,1001,45,1995,60,1,2.0,0,0,1,0,0,1,35000.0,31500.0,paid in full
1249705000,44236,72,2005,84,4,1.0,0,4,1,1,1,0,90000.0,45000.0,paid in full
1105854004,65769,11,1997,60,1,2.0,0,0,1,0,0,1,20000.0,16000.0,paid in full
7673944002,7853,62,2004,36,2,1.0,0,2,1,2,1,0,22000.0,11000.0,paid in full
6969634008,14424,44,2004,84,3,1.0,0,3,1,1,1,0,35224.0,17500.0,paid in full
1858814008,51544,23,1998,60,2,2.0,0,0,1,0,0,1,50000.0,40000.0,paid in full
3741605006,65714,54,2010,36,2,1.0,1,3,0,2,0,0,40000.0,20000.0,paid in full
2499595001,11552,42,2007,57,3,1.0,0,3,0,1,0,0,27000.0,7500.0,charged off
7775873010,38053,44,1995,120,4,2.0,0,0,1,0,0,0,105000.0,150000.0,paid in full
7445514000,91362,45,2004,84,8,1.0,0,0,1,1,0,0,500000.0,375000.0,paid in full
1943815009,70737,45,2006,84,7,1.0,0,7,0,1,0,0,75000.0,37500.0,paid in full
5738304001,33513,72,2002,308,20,2.0,0,0,53165,2,0,0,1333000.0,999750.0,paid in full
1553735003,46060,72,2006,84,9,1.0,3,12,0,1,1,0,73441.0,24500.0,paid in full
3139245002,33196,62,2008,84,12,2.0,4,11,0,1,0,0,250000.0,125000.0,paid in full
2059655002,2118,54,2007,84,4,1.0,1,4,0,1,0,0,50000.0,25000.0,paid in full
7095484003,65413,54,2004,84,15,1.0,0,0,1,1,0,0,150000.0,127500.0,paid in full
7682933005,53147,45,1995,84,2,1.0,0,0,1,0,0,1,34000.0,30600.0,paid in full
7687613002,85205,54,1995,84,2,2.0,0,0,1,0,0,0,73950.0,72000.0,paid in full
3541563010,77025,44,1989,64,1,2.0,0,0,1,0,0,0,45000.0,40500.0,paid in full
3408223003,14001,23,1989,184,95,1.0,0,0,0,0,0,0,715000.0,607750.0,paid in full
2470235005,8527,81,2007,48,7,1.0,0,7,0,1,0,0,24965.0,12500.0,charged off
1544575001,80223,44,2006,80,13,1.0,26,39,0,1,0,0,550000.0,412500.0,paid in full
8918294001,7011,81,2005,12,11,1.0,0,11,1,1,1,0,101440.0,25000.0,charged off
6359764004,90605,42,2003,84,2,1.0,0,2,1,1,1,0,20000.0,5000.0,paid in full
2089315006,92357,56,2007,57,1,1.0,0,1,0,1,1,0,12000.0,5000.0,charged off
7996814003,33612,62,2005,276,15,2.0,0,0,1,1,0,0,1575500.0,999970.0,paid in full
7994883002,98275,45,1995,84,8,2.0,0,0,1,0,0,1,61400.0,55260.0,paid in full
1634725002,30132,53,2006,53,2,1.0,0,2,0,1,1,0,38062.0,12500.0,charged off
1256794007,6604,33,1997,240,30,1.0,0,0,1,0,0,0,1300000.0,749970.0,paid in full
2769294010,33142,33,1999,240,12,1.0,10,0,1,0,0,0,327000.0,327000.0,paid in full
5370364009,8840,54,2002,48,2,1.0,3,5,1,1,1,0,25000.0,12500.0,paid in full
5640334001,90732,81,2002,84,4,1.0,0,4,1,1,1,0,51240.0,25000.0,paid in full
1389975002,60013,71,2005,84,7,2.0,5,7,0,1,1,0,106582.0,25000.0,paid in full
6453864006,11764,81,2003,84,1,1.0,0,1,1,1,1,0,53000.0,26500.0,paid in full
3173345001,35768,72,2008,240,43,1.0,0,43,88660,1,0,0,1200000.0,900000.0,paid in full
1282355004,47150,48,2005,84,1,2.0,0,1,1,1,1,0,30044.0,5000.0,paid in full
2304815007,84095,52,2007,28,1,1.0,0,1,0,2,1,0,116975.0,22500.0,charged off
1762345000,60659,53,2006,68,7,1.0,1,8,0,1,1,0,191360.0,50000.0,charged off
4742305006,55421,72,2011,84,6,1.0,0,6,0,1,1,0,45580.0,10000.0,paid in full
3657605003,50446,44,2009,180,3,2.0,2,0,0,2,0,0,72000.0,75600.0,paid in full
4978723007,71292,44,1992,240,15,1.0,10,5,1,0,0,0,281000.0,281000.0,paid in full
9020693005,60070,81,1996,186,2,1.0,0,0,1,0,0,0,160000.0,120000.0,paid in full
1717445007,92071,81,2006,84,1,1.0,0,1,0,1,1,0,38000.0,10000.0,paid in full
1630375007,14228,56,2006,60,2,1.0,0,2,0,1,0,0,46000.0,23000.0,paid in full
4147103008,1801,51,1990,65,16,1.0,0,0,1,0,0,0,260000.0,208000.0,paid in full
8709303010,35023,81,1996,240,1,1.0,0,0,1,0,0,0,118000.0,88500.0,paid in full
1049445000,2472,32,2004,84,3,1.0,0,0,1,1,0,0,50000.0,25000.0,paid in full
3853974010,95010,62,2000,300,35,1.0,0,0,1,1,0,0,1410000.0,749993.0,paid in full
1358075000,33023,61,2005,41,1,1.0,0,1,0,1,0,0,54202.0,15000.0,charged off
8423163010,65536,44,1995,180,5,1.0,0,0,1,0,0,0,212000.0,159000.0,paid in full
1754395004,46741,44,2006,2,9,1.0,1,10,0,2,0,0,50000.0,25000.0,charged off
7171303002,95521,45,1994,120,3,1.0,0,0,1,0,0,0,200000.0,170000.0,paid in full
2075716003,87120,44,2006,60,6,1.0,0,6,1,1,1,0,58620.0,12500.0,paid in full
5183624009,2474,72,2002,84,4,1.0,3,2,1,1,1,0,94259.0,25000.0,paid in full
9006754010,73013,72,2005,1,5,1.0,0,0,1,1,0,0,140000.0,119000.0,charged off
7500124005,98229,33,2004,120,5,1.0,0,0,1,2,0,0,375000.0,281250.0,paid in full
1732405004,77379,81,2006,60,5,1.0,0,5,0,1,0,0,141500.0,120275.0,paid in full
1181544007,45237,54,1997,60,6,1.0,0,0,1,0,0,1,50000.0,40000.0,paid in full
3582835007,44601,72,2009,41,25,1.0,0,25,0,1,0,0,28700.0,28700.0,charged off
2537625010,53590,23,2007,84,1,1.0,0,1,0,1,0,0,15000.0,7500.0,paid in full
4474805006,10018,42,2011,120,9,1.0,0,9,0,1,0,0,4000000.0,3600000.0,paid in full
9526854009,30009,53,2006,84,1,1.0,1,1,1,2,1,0,106737.0,25000.0,paid in full
6504764001,34677,51,2003,13,50,1.0,5,55,1,2,1,0,33506.0,12500.0,paid in full
6137403010,82435,56,1994,60,6,1.0,0,0,1,0,0,0,90000.0,81000.0,paid in full
7482134003,2780,62,2004,36,12,1.0,0,12,1,1,1,0,21000.0,10500.0,paid in full
9114824004,11212,53,2005,84,2,1.0,0,2,1,1,1,0,34450.0,13000.0,paid in full
8711603005,74003,45,1996,60,2,2.0,0,0,1,0,0,1,15000.0,12000.0,paid in full
5655364002,44241,72,2002,90,1,2.0,0,0,91283,2,0,0,190000.0,142500.0,paid in full
1147445004,2370,33,2005,84,10,1.0,0,10,1,1,0,0,20000.0,47500.0,paid in full
1239695006,54935,44,2005,84,1,2.0,6,0,1,2,1,0,133791.0,37500.0,paid in full
4810754008,75080,42,2001,36,2,1.0,0,2,1,1,1,0,150000.0,75000.0,paid in full
1789845008,48439,33,2006,84,9,2.0,4,9,0,1,0,0,180000.0,90000.0,paid in full
8835364003,89141,72,2005,90,3,2.0,0,0,69058,1,0,0,222350.0,168750.0,paid in full
7189344008,15224,72,2004,56,2,2.0,3,3,1,1,1,0,98100.0,40000.0,paid in full
1850766004,67219,44,2006,120,2,1.0,0,0,1,1,0,0,300000.0,225000.0,paid in full
1421535000,49423,53,2005,84,6,2.0,1,6,0,2,1,0,30000.0,10000.0,paid in full
8929754003,68845,23,2005,60,1,1.0,0,1,1,2,1,0,67980.0,12500.0,paid in full
7835364009,7631,31,2004,84,2,1.0,0,2,1,1,1,0,19722.0,5000.0,paid in full
2417905006,2379,23,2007,44,3,2.0,0,3,0,2,1,0,34286.0,7500.0,charged off
7585903005,81637,62,1994,300,5,1.0,0,0,1,0,0,1,55000.0,49500.0,paid in full
4633285003,31909,42,2011,84,5,1.0,7,7,0,1,1,0,143901.0,25000.0,paid in full
2313424003,82070,81,1998,180,3,1.0,0,0,1,0,0,0,242000.0,181500.0,paid in full
3597713006,57709,54,1990,60,1,2.0,0,0,1,0,0,0,25000.0,22500.0,paid in full
3660966003,97502,44,2009,12,3,1.0,0,9,1,2,1,0,75705.0,25000.0,paid in full
3715043008,98233,44,1990,240,7,1.0,0,0,1,0,0,0,220000.0,165000.0,paid in full
1765495005,43016,44,2006,11,2,1.0,0,0,0,1,1,0,47500.0,12500.0,charged off
4719024000,20003,54,2001,84,1,1.0,0,0,1,1,0,0,570000.0,427500.0,paid in full
2365756002,32750,32,2006,64,2,1.0,0,2,1,2,1,0,43425.0,15000.0,charged off
2067295001,49076,72,2007,19,6,2.0,6,0,0,1,1,0,117130.0,20000.0,charged off
1770845008,7621,71,2006,42,2,1.0,2,4,0,1,0,0,72500.0,22500.0,charged off
5361084006,81302,23,2002,120,12,1.0,0,0,1,1,0,0,480000.0,360000.0,paid in full
1916315006,85629,62,2006,72,0,2.0,3,3,0,1,0,0,135000.0,67500.0,paid in full
4705205001,68127,42,2011,24,9,2.0,1,10,0,1,1,0,416459.0,175000.0,paid in full
5529094003,31601,33,2002,60,4,2.0,0,0,1,1,0,0,68630.0,58336.0,paid in full
2435655007,80634,23,2007,52,1,1.0,3,4,0,1,1,0,46310.0,15000.0,charged off
3951863009,91765,42,1990,84,8,1.0,0,0,1,0,0,0,50000.0,40000.0,paid in full
3196945007,77346,72,2008,63,2,2.0,6,2,0,1,0,0,299800.0,224850.0,charged off
2519085010,77044,23,2007,44,2,1.0,2,2,0,1,0,0,50000.0,25000.0,charged off
2176006001,89120,81,2006,84,2,1.0,0,2,1,2,1,0,95963.0,12500.0,paid in full
7680933001,76107,54,1995,108,6,2.0,0,0,1,0,0,1,90000.0,81000.0,paid in full
3060433005,64105,54,1988,240,12,1.0,12,0,0,0,0,0,211000.0,211000.0,paid in full
2470735002,49270,23,2007,3,1,1.0,0,1,0,1,1,0,37289.0,7500.0,charged off
